id,article,txt
2.2.6.2.58,58,"Article 58 When a producer carries out several stages of production from the extraction of the ore up to and including the production of the metal, he shall offer his product to the Agency at any stage of production chosen by him. The same provision shall apply to two or more enterprises having ties with each other, provided that such ties have been duly notified to the Commission and discussed with it in accordance with the procedure laid down in Articles 43 and 44:"
2.2.6.2.59,59,"Article 59 If the Agency does not exercise its right of option as to the whole or part of the output of a producer, the latter: (a) may have the ores, source materials or special fissionable materials transformed, either by his own means or under sub-contract, provided that he offers to the Agency the product of such transformation, and (b) shall be authorised by decision of the Commission to dispose of his available production outside the Community, provided that he offers it on terms no more favourable than those of his previous offer to the Agency. The export of special fissionable materials may, however, in accordance with the provisions of Article 62, be carried out only by the Agency. The Commission may not grant the authorisation referred to above if the persons to whom delivery is to be made do not offer all possible guarantees that the general interests of the Community will be respected or if the terms and conditions of the contracts concerned are contrary to the aims of this Treaty."
2.2.6.2.60,60,"Article 60 Potential users shall periodically inform the Agency of their requirements in the matter of supplies, specifying the quantities, physical and chemical properties, place of origin, proposed use, delivery dates and price terms which are to be included in the terms and conditions of the supply contract which they wish to conclude. Similarly, producers shall inform the Agency of offers which they are in a position to make, together with full particulars, including the duration of contracts, necessary to enable them to draw up their production programmes. The duration of such contracts shall not, except with the agreement of the Commission, exceed a period of ten years. The Agency shall inform all potential users of the offers and of the volume of the demands received by it and shall invite them to place their orders by a given date. The Agency shall, after receiving all such orders, make known the conditions on which it can fulfil them. If the Agency is unable completely to fulfil all the orders received, it shall, subject to the provisions of Articles 68 and 69, allocate in respect of each offer the available supplies prorata to the orders. Agency regulations, to be submitted to the Commission for approval, shall determine the manner in which offers and demands are to be compared."
2.2.6.2.61,61,"Article 61 The Agency shall fulfil each order received unless there are legal or material obstacles to its execution. The Agency may, subject to compliance with the provisions of Article 52, require users to make suitable advance payments on the conclusion of a contract, either as security or in order to facilitate such of its own long-term obligations to producers as are necessary to the execution of the order."
2.2.6.2.62,62,"Article 62 1. The Agency shall exercise its right of option as to special fissionable materials produced in the territories of Member States in order: (a) to meet the demands of users within the Community in accordance with the provisions laid down in Article 60; (b) itself to stock such materials; or (c) to export such materials subject to the authorisation of the Commission which shall comply with the provisions of Article 59, paragraph (b), second sub-paragraph. 2. Nevertheless, while continuing to be subject to the provisions of Chapter VII, these materials and their fertile residues shall be left in the possession of the producer, in order that the latter may: (a) stock them with the authorisation of the Agency; (b) use them within the limits of his own requirements; or (c) make them available, within the limits of their requirements, to enterprises within the Community which have direct ties with him, for the purpose of carrying out a programme duly communicated to the Commission; provided that such ties do not, in intention or in fact, restrict production, technical development or investment or improperly create inequalities between users within the Community. 3. The provisions of Article 89, paragraph 1, (a), shall apply to any special fissionable materials in respect of which the Agency has not exercised its right of option and which are produced in the territories of Member States."
2.2.6.2.63,63,"Article 63 Any ores, source materials or special fissionable materials produced by Joint Enterprises shall be allotted to users in accordance with the statutory or conventional rules governing such Enterprises."
2.2.6.3.64,64,"Article 64 The Agency, acting, as the case may be, within the framework of any agreements entered into between the Community and a third country or an international organisation, shall, subject to the exceptions provided for in this Treaty, have the exclusive right to conclude agreements or conventions having as their principal object the supply of ores, source materials or special fissionable materials coming from outside the Community."
2.2.6.3.65,65,"Article 65 The provisions of Article 60 shall apply to demands from users and to contracts entered into between users and the Agency concerning the supply of ores, source materials or special fissionable materials coming from outside the Community. The Agency may, however, decide as to the geographical origin of the supplies provided that in doing so it ensures for the user conditions at least as favourable as those specified in his order."
2.2.6.3.66,66,"Article 66 Where the Commission finds, at a request from the users concerned, that the Agency is unable, within a reasonable period, to fulfil either in whole or in part an order for supplies or is able to fulfil it only at an excessive price, users shall have the right to conclude direct contracts for supplies coming from outside the Community, provided that such contracts correspond substantially to their requirements as specified in their order. Such right shall be granted for a period of one year and shall be renewable where the situation originally justifying the grant of such right continues to exist. Users availing themselves of the right provided for in this Article shall communicate to the Commission any proposed direct contracts. The Commission may, within a period of one month, oppose the conclusion of such contracts if they are contrary to the aims of this Treaty."
2.2.6.4.67,67,"Article 67 Subject to the exceptions provided for in this Treaty, prices shall result from the comparison of offer and demand, in accordance with the provisions laid down in Article 60; Member States may not, by means of domestic provisions, contravene these provisions."
2.2.6.4.68,68,"Article 68 All price manipulations designed to ensure a privileged position for certain users, which are contrary to the principle of equal access resulting from the provisions of this Chapter, shall be forbidden. If the Agency finds that any such practices exist, it shall report them to the Commission. If the Commission considers that the Agency’s findings are well founded, it may, in the case of disputed offers, restore the prices to a level compatible with the principle of equal access."
2.2.6.4.69,69,"Article 69 The Council may fix prices acting by means of a unanimous vote on a proposal of the Commission. Where the Agency, in applying the provisions of Article 60, determines the conditions on which orders may be fulfilled, it may propose price adjustments to any users who have placed orders with it."
2.2.6.5.70,70,"Article 70 The Commission may, within the limits set out in the budget of the Community, contribute financially, on conditions laid down by itself, to any prospecting activities in the territories of Member States. The Commission may make recommendations to Member States with a view to the development of prospecting for and the exploitation of mineral deposits. Member States shall submit annually to the Commission a report on the development of prospecting and production, on probable reserves and on mining investment effected or proposed in their territories. Such reports shall be submitted to the Council together with the opinion of the Commission, which shall in particular concern the action taken by Member States on the recommendations made to them in accordance with the preceding paragraph. Where, on such reference to it by the Commission, the Council by means of a qualified majority vote finds that, in spite of extraction possibilities appearing economically justifiable on a long-term basis, the measures taken for prospecting and the increase in the exploitation of mineral deposits continue to be substantially inadequate, the Member State concerned shall, for as long as it has not corrected this state of affairs, be deemed to have relinquished, both for itself and for its nationals, the right of equal access to other such resources within the Community."
2.2.6.5.71,71,Article 71 The Commission shall make any appropriate recommendations to Member States in regard to fiscal or mining provisions.
2.2.6.5.72,72,"Article 72 The Agency may, from the quantities available inside or outside the Community, build up the commercial stocks necessary to facilitate the Community’s supplies or current deliveries. The Commission may decide to build up emergency stocks. The terms of financing such stockpiling shall require the approval of the Council acting by means of a qualified majority vote on a proposal of the Commission."
2.2.6.6.73,73,"Article 73 Where an agreement or a convention between a Member State, a person or enterprise, of the one part, and a third country, an international organisation or a national of a third country, of the other part, also contains any provisions relating to the delivery of products coming within the competence of the Agency, the prior consent of the Commission shall be required for the conclusion or renewal of such agreement or convention, to the extent that the delivery of such products is concerned."
2.2.6.6.74,74,"Article 74 The Commission may exempt from the application of the provisions of this Chapter the transfer, importation or exportation of such small quantities of ores, source materials or special fissionable materials as are commonly used for purposes of research. Any transfer, importation or exportation effected pursuant to this provision shall be notified to the Agency."
2.2.6.6.75,75,"Article 75 The provisions of this Chapter shall not apply to undertakings in respect of the processing, transformation or shaping of ores, source materials or special fissionable materials entered into between: (a) several persons or enterprises, in cases where the materials, after being processed, transformed or shaped, are subsequently to be returned to the person or enterprise of origin; (b) a person or enterprise and an international organisation or a national of a third country, in cases where the materials, after being processed, transformed or shaped outside the Community, are subsequently to be returned to the person or enterprise of origin; or (c) a person or enterprise and an international organisation or a national of a third country, in cases where the materials, after being processed, transformed or shaped within the Community, are subsequently to be either returned to the organisation or national of origin or sent to any other consignee, also outside the Community, designated by such organisation or national. The persons or enterprises concerned shall, however, notify the Agency of the existence of any such undertakings and also, upon signature of the contract, of the amounts of materials involved. The Commission may oppose the undertakings referred to in sub-paragraph (b) if it considers that the transformation or shaping involved cannot be carried out efficiently, safely and without loss of material to the detriment of the Community. All materials covered by such undertakings shall, as long as they are within the territories of Members States, be subject to the measures of control provided for in Chapter VII. The provisions of Chapter VIII shall not apply to any special fissionable materials covered by undertakings referred to in sub-paragraph (c)."
2.2.6.6.76,76,"Article 76 The Council, acting by means of a unanimous vote on a proposal of the Commission and after the Assembly has been consulted, may, at the suggestion of a Member State or of the Commission, amend the provisions of this Chapter, particularly in the event of unforeseen circumstances creating a general shortage. The Commission shall examine any such request made by a Member State. The Council may, at the end of a period of seven years after the date of the entry into force of this Treaty, confirm these provisions in toto. Failing such confirmation, new provisions dealing with the subject-matter of this Chapter shall be laid down in accordance with the procedure set out in the preceding paragraph."
2.2.6.X.52,52,"Article 52 1. The supply of ores, source materials and special fissionable materials shall, in accordance with the provisions of this Chapter, be ensured on the principle of equal access to resources and by the pursuit of a common supply policy. 2. For this purpose and in accordance with the provisions set out in this Chapter: (a) all practices designed to ensure a privileged position for certain users shall hereby be prohibited; and (b) an Agency shall be constituted, having a right of option on all ores, source materials and special fissionable materials produced in the territories of Member States and having the exclusive right of concluding contracts relating to supplies of ores, source materials and special fissionable materials coming from inside or from outside the Community. The Agency shall not make any discrimination between users based on the use they intend to make of the supplies requested unless such use is unlawful or is found to be contrary to conditions laid down by suppliers outside the Community in respect of the particular delivery concerned."
2.2.7.X.77,77,"Article 77 Within the framework of this Chapter, the Commission shall satisfy itself that in the territories of Member States: (a) ores; source materials and special fissionable materials are not diverted from their intended uses as stated by the users; and (b) the provisions concerning supplies and any special undertaking concerning measures of control entered into by the Community in an agreement concluded with a third country or an international organisation are observed."
2.2.7.X.78,78,"Article 78 Anyone setting up or exploiting facilities for the production, separation or use of source materials or special fissionable materials, or for the processing of irradiated nuclear fuels, shall make a declaration to the Commission setting out the basic technical characteristics of such facilities to the extent that such information is necessary to the achievement of the purposes stated in Article 77. The processes to be used for the chemical processing of irradiated material shall be subject to the approval of the Commission to the extent that is necessary for the achievement of the purposes stated in Article 77."
2.2.7.X.79,79,"Article 79 The Commission shall require the maintenance and production of operating records in order to permit accountability for ores, source materials and special fissionable materials used or produced. The same shall apply to the transport of source materials and special fissionable materials. Persons subject to such control shall notify the authorities of the Member State concerned of any communications which they make to the Commission pursuant to Article 78 and to the first paragraph of this Article. The nature and scope of the obligations referred to in the first paragraph of this Article shall be defined in regulations drawn up by the Commission and approved by the Council."
2.2.7.X.80,80,"Article 80 The Commission may require that any excess of any special fissionable materials recovered or produced as a by-product, not being actually in use or ready for use, be deposited with the Agency or in storage premises which are or can be controlled by the Commission. The special fissionable materials so deposited shall, at the request of the parties concerned, be returned to them without delay."
2.2.7.X.81,81,"Article 81 The Commission may send inspectors into the territories of Member States. It shall, prior to the first visit of an inspector to the territories of any State, enter into consultations, which shall cover all future visits of this inspector, with the Member State concerned. On presentation of their credentials, inspectors shall at all times have access to all places and data and to any person who by reason of his occupation deals with materials, equipment or facilities subject to the control provided for in this Chapter, to the extent necessary to control ores, source materials and special fissionable materials, and to satisfy themselves concerning the observance of Article 77. Inspectors appointed by the Commission shall be accompanied by representatives of the authorities of the State concerned, if that State so requests, provided that the inspectors shall not thereby be delayed or otherwise impeded in the exercise of their functions. In case of opposition to the carrying out of an inspection, the Commission shall apply to the President of the Court of Justice for a warrant to enforce the carrying out of the inspection. The President of the Court of Justice shall give a decision within a period of three days. If there is danger in delay, the Commission may itself issue a written order, in the form of a decision, to the effect that the inspection be carried out. Such order shall be submitted without delay to the President of the Court of Justice for subsequent approval. After service of the warrant or decision, the national authorities of the State concerned shall ensure access by the inspectors to the places named in the warrant or decision."
2.2.7.X.82,82,"Article 82 Inspectors shall be recruited by the Commission. They shall have the responsibility of obtaining and verifying the accounting mentioned in Article 79. They shall report any infringement to the Commission. The Commission may issue a directive requiring the Member State concerned to take, within a period to be determined by the Commission, all necessary measures to terminate any infringement so found and it shall inform the Council thereof. If the Member State does not comply with the Commission’s directive within the time specified, the Commission or any interested Member State may, notwithstanding Articles 141 and 142, refer the matter to the Court of Justice immediately."
2.2.7.X.83,83,"Article 83 1. In the event of any infringement of the obligations imposed on persons or enterprises under the provisions of this Chapter, penalties may be imposed on them by the Commission. These penalties, in order of gravity, shall be as follows: (a) a warning; (b) the withdrawal of special advantages, such as financial or technical assistance; (c) the placing of the enterprise, for a maximum period of four months, under the administration of a person or board appointed jointly by the Commission and the State having jurisdiction over such enterprise; or (d) the complete or partial withdrawal of source materials or special fissionable materials. 2. Decisions of the Commission which require delivery in implementation of the preceding paragraph shall be enforceable. They may be enforced in the territories of Member States in accordance with the provisions laid down in Article 164. Notwithstanding the provisions of Article 157, appeals brought before the Court of Justice against decisions of the Commission which impose any of the penalties provided for in the preceding paragraph shall have a staying effect. The Court of Justice may, however, at the request of the Commission or of any interested Member State, order that the decision be enforced immediately. The protection of injured interests shall be guaranteed by an appropriate legal procedure. 3. The Commission may make any recommendations to Member States concerning legislative provisions designed to ensure the observance in their territories of the obligations resulting from the provisions of this Chapter. 4. Member States shall ensure the enforcement of penalties and, where applicable, the making of reparation by those responsible for any infringement."
2.2.7.X.84,84,"Article 84 No discrimination shall, in the exercise of control, be made on the ground of the purpose for which ores, source materials and special fissionable materials are intended. The field of action, the manner of control and the powers of the bodies responsible for control shall be limited to the requirements necessary for the achievement of the purposes stated in this Chapter. Control may not extend to materials intended for the purposes of defence which are in course of being specially prepared for such purposes or which, after being so prepared, are, in accordance with an operational plan, installed or stocked in a military establishment."
2.2.7.X.85,85,"Article 85 Where new circumstances so require, the manner of applying the control provided for in this Chapter may, at the request of a Member State or of the Commission, be amended by the Council acting by means of a unanimous vote on a proposal of the Commission and after the Assembly has been consulted. The Commission shall examine any such request by a Member State."
2.2.8.X.86,86,"Article 86 Special fissionable materials shall be the property of the Community. The Community’s right of ownership shall extend to all special fissionable materials produced or imported by a Member State, a person or enterprise and subject to the safety control provided for in Chapter VII."
2.2.8.X.87,87,"Article 87 Member States, persons or enterprises shall have the widest rights of the use and consumption of special fissionable materials properly in their possession, subject to their obligations resulting from the provisions of this Treaty, particularly in regard to safety control, the right of option conferred on the Agency and health protection."
2.2.8.X.88,88,"Article 88 The Agency shall keep on behalf of the Community a special account, called “Financial Account of Special Fissionable Materials”."
2.2.8.X.89,89,"Article 89 1. In the Financial Account of Special Fissionable Materials: (a) the value of special fissionable materials left or put at the disposal of a beneficiary Member State, person or enterprise shall be credited to the Community and debited to such Member State, person or enterprise; and (b) the value of special fissionable materials produced or imported by a contributory Member State, person or enterprise and becoming the property of the Community shall be debited to the Community and credited to such State, person or enterprise. A similar entry shall be made when a Member State, person or enterprise returns in kind to the Community special fissionable materials previously left or put at the disposal of such State, person or enterprise. 2. Fluctuations of value in such special fissionable materials shall be treated in the accounts in such a manner as not to cause any loss or any gain to the Community. Any losses or gains shall be borne by the holders. 3. Balances resulting from the above transactions shall, at the request of the creditor, be payable immediately. 4. For the purposes of this Chapter, the Agency shall be regarded as an enterprise in respect of transactions effected on its own account."
2.2.8.X.90,90,"Article 90 Where new circumstances so require, the provisions of this Chapter relating to the Community’s right of ownership may, at the request of a Member State or of the Commission, be modified by the Council acting by means of a unanimous vote on a proposal of the Commission and after the Assembly has been consulted. The Commission shall examine any such request made by a Member State."
2.2.8.X.91,91,"Article 91 The ownership rules applicable to all such objects, materials and assets as are not subject to any property right of the Community pursuant to the terms of this Chapter shall be determined by the municipal law of each Member State."
2.2.9.X.100,100,"Article 100 Each Member State undertakes to authorise, in the currency of the Member State in which the creditor or the beneficiary resides, payments relating to the exchange of goods, services or capital, and also transfers of capital and of wages, to the extent to which the movement of goods, services, capital and persons is liberalised as between Member States in application of this Treaty."
2.2.9.X.92,92,"Article 92 The provisions of this Chapter shall apply to the goods and products mentioned in the lists set out in Annex IV to this Treaty. These lists may, at the request of the Commission or of a Member State, be modified by the Council acting on a proposal of the Commission."
2.2.9.X.93,93,"Article 93 Member States shall, at the end of one year after the date of the entry into force of this Treaty, abolish as between themselves all import and export customs duties or charges with equivalent effect and all quantitative restrictions on imports or exports, in respect of: (a) products mentioned in lists A1 and A2; and (b) products mentioned in list B, to the extent that they are subject to a common customs tariff and are covered by a certificate issued by the Commission to the effect that they are intended for nuclear purposes. Non-European territories under the jurisdiction of a Member State may, however, continue to levy such import and export duties or charges with equivalent effect as are of a purely fiscal nature. The levels or the methods of application of such duties and charges shall not effect any discrimination as between such State and any other Member States."
2.2.9.X.94,94,"Article 94 Member States shall establish a common customs tariff as follows: (a) the level of the common customs tariff applicable to products mentioned in list A1 shall be laid down as that of the lowest tariff applied on 1 January 1957 in any Member State; (b) the Commission shall take all expedient measures for the opening of negotiations within a period of three months after the date of the entry into force of this Treaty between Member States with regard to the products mentioned in list A2. Where, in the case of certain such products, it is not found possible to reach agreement before the end of the first year following the entry into force of this Treaty, the Council, acting by means of a qualified majority vote on a proposal of the Commission, shall lay down the duties of the common customs tariff to be applied; and (c) the common customs tariff on products mentioned in lists A1 and A2 shall be applied as from the end of the first year after the date of the entry into force of this Treaty."
2.2.9.X.95,95,"Article 95 The Council, acting by means of a unanimous vote on a proposal of the Commission, may decide upon an earlier application of the duties of a common customs tariff to products mentioned in list B, in cases where such earlier application would be of a nature to contribute to the development within the Community of nuclear energy."
2.2.9.X.96,96,"Article 96 Member States shall abolish all restrictions based on nationality, which have been placed upon access by nationals of any of the Member States to specialised employment in the nuclear field, subject to such limitations as may be imposed by the basic requirements of public order, public safety and public health. After the Assembly has been consulted, the Council, acting by means of a qualified majority vote on a proposal of the Commission which shall previously obtain the opinion of the Economic and Social Committee, may issue directives as to the particulars of application of this Article."
2.2.9.X.97,97,"Article 97 No restriction based on nationality may be applied to natural or legal persons, whether public or private, coming within the jurisdiction of a Member State and desiring to participate in the construction within the Community of nuclear facilities of a scientific or an industrial character."
2.2.9.X.98,98,"Article 98 Member States shall take all necessary measures to facilitate the conclusion of insurance contracts covering atomic risks. Within a period of two years after the date of the entry into force of this Treaty and after the Assembly has been consulted, the Council, acting by means of a qualified majority vote on a proposal of the Commission which shall previously obtain the opinion of the Economic and Social Committee, shall issue directives as to the particulars of application of this Article."
2.2.9.X.99,99,Article 99 The Commission may make recommendations with a view to facilitating movements of capital intended to finance the types of production mentioned in the list set out in Annex 11 to this Treaty.
2.3.1.1.107,107,"Article 107 The Assembly, which shall be composed of representatives of the peoples of the States united within the Community, shall exercise the powers of deliberation and of control which are conferred upon it by this Treaty."
2.3.1.1.108,108,"Article 108 1. The Assembly shall be composed of delegates whom the Parliaments shall be called upon to appoint from among their members in accordance with the procedure laid down by each Member State. 2. The number of these delegates shall be fixed as follows; Belgium
14
Germany
36
France
36
Italy
36
Luxembourg
6
Netherlands
14 3. The Assembly shall draw up proposals for elections by direct universal suffrage in accordance with a uniform procedure in all Member States. The Council, acting by means of a unanimous vote, shall determine the provisions which it shall recommend to Member States for adoption in accordance with their respective constitutional rules."
2.3.1.1.109,109,"Article 109 The Assembly shall hold an annual session. It shall meet, without requiring to be convened, on the second Tuesday in March. The Assembly may meet in extraordinary session at the request of a majority of its members or at the request of the Council or of the Commission."
2.3.1.1.110,110,"Article 110 The Assembly shall appoint its President and its officers from among its members. Members of the Commission may attend all meetings and shall, at their request, be heard on behalf of the Commission. The Commission shall reply orally or in writing to questions put to it by the Assembly or its members. The Council shall be heard by the Assembly under the conditions which the Council shall lay down in its rules of procedure."
2.3.1.1.111,111,"Article 111 Except where otherwise provided for in this Treaty, the Assembly shall act by means of an absolute majority of the votes cast. The quorum shall be laid down in the rules of procedure."
2.3.1.1.112,112,Article 112 The Assembly shall adopt its rules of procedure by a vote of the majority of its members. The records of the Assembly shall be published in accordance with the provisions of its rules of procedure.
2.3.1.1.113,113,Article 113 The Assembly shall discuss in public meeting the annual general report submitted to it by the Commission.
2.3.1.1.114,114,"Article 114 If a motion of censure concerning the activities of the Commission is introduced in the Assembly, a vote may be taken thereon only after a period of not less than three days following its introduction, and such vote shall be by open ballot. If the motion of censure is adopted by a two-thirds majority of the votes cast, representing a majority of the members of the Assembly, the members of the Commission shall resign their office in a body. They shall continue to carry out current business until their replacement in accordance with the provisions of Article 127 has taken place."
2.3.1.2.115,115,Article 115 The Council shall exercise its functions and powers of decision under the conditions laid down in this Treaty. It shall take all measures within its competence in order to co-ordinate the actions of Member States and of the Community.
2.3.1.2.118,118,"Article 118 1. Except where otherwise provided for in this Treaty, the conclusions of the Council shall be reached by a majority vote of its members. 2. Where conclusions of the Council require a qualified majority, the votes of its members shall be weighted as follows: Belgium
2
Germany
4
France
4
Italy
4
Luxembourg
1
Netherlands
2 Majorities shall be required for the adoption of any conclusions as follows: — twelve votes in cases where this Treaty requires a previous proposal of the Commission; or — twelve votes including a favourable vote by at least four members in all other cases. 3. Abstentions by members either present or represented shall not prevent the adoption of Council conclusions requiring unanimity."
2.3.1.2.119,119,"Article 119 When, pursuant to this Treaty, the Council acts on a proposal of the Commission, it shall, where the amendment of such proposal is involved, act only by means of a unanimous vote. As long as the Council has not so acted, the Commission may amend its original proposal, particularly in cases where the Assembly has been consulted on the proposal concerned."
2.3.1.2.120,120,"Article 120 In case of a vote, any member of the Council may act as proxy for not more than one other member."
2.3.1.2.122,122,"Article 122 The Council may request the Commission to undertake any studies which the Council considers desirable for the achievement of the common objectives, and to submit to it any appropriate proposals."
2.3.1.3.124,124,"Article 124 With a view to ensuring the development of nuclear energy within the Community, the Commission shall: — ensure the application of the provisions of this Treaty and of the provisions enacted by the institutions of the Community in pursuance thereof; — formulate recommendations or opinions in matters defined by this Treaty where the latter expressly so provides or where the Commission considers it necessary; — under the conditions laid down in this Treaty dispose of a power of decision of its own and participate in the preparation of acts of the Council and of the Assembly; and — exercise the competence conferred on it by the Council for the implementation of the rules laid down by the latter."
2.3.1.3.134,134,"Article 134 1. There shall hereby be established, attached to the Commission, a Scientific and Technical Committee with consultative status. The said Committee shall be consulted in all cases provided for in this Treaty. It may be consulted in all cases where the Commission considers it desirable. 2. The Committee shall be composed of twenty members appointed by the Council after the Commission has been consulted. Members of the Committee shall be appointed in their personal capacity for a term of five years. This term shall be renewable. They may not be bound by any mandatory instructions. The Scientific and Technical Committee shall appoint annually its Chairman and officers from among its members."
2.3.1.3.135,135,Article 135 The Commission may hold any consultations and set up any study committees necessary to the accomplishment of its task.
2.3.1.4.136,136,Article 136 The Court of Justice shall ensure observance of law and justice in the interpretation and application of this Treaty.
2.3.1.4.137,137,"Article 137 The Court of Justice shall be composed of seven judges. The Court of Justice shall sit in plenary session. It may, however, set up chambers, each composed of three or five judges, in order either to conduct certain enquiries or to judge certain categories of cases in accordance with provisions to be laid down in rules for this purpose. The Court of Justice shall, however, always sit in plenary session in order to hear cases submitted to it by a Member State or by one of the institutions of the Community or to deal with preliminary questions submitted to it pursuant to Article 150. Should the Court of Justice so request, the Council may, by means of a unanimous vote, increase the number of judges and make the requisite amendments to the second and third paragraphs of this Article and to Article 139, second paragraph."
2.3.1.4.138,138,"Article 138 The Court of Justice shall be assisted by two advocates-general. The duty of the advocate-general shall be to present publicly, with complete impartiality and independence, reasoned conclusions on cases submitted to the Court of Justice, with a view to assisting the latter in the performance of its duties as laid down in Article 136. Should the Court of Justice so request, the Council may, by means of a unanimous vote, increase the number of advocates-general and make the requisite amendments to Article 139, third paragraph."
2.3.1.4.139,139,Article 139 The judges and the advocates-general shall be chosen from among persons of indisputable independence who fulfil the conditions required for the holding of the highest judicial office in their respective countries or who are jurists of a recognised competence; they shall be appointed for a term of six years by the Governments of Member States acting in common agreement. A partial renewal of the Court of Justice shall take place every three years. It shall affect three and four judges alternately. The three judges whose terms of office are to expire at the end of the first period of three years shall be chosen by lot. A partial renewal of the advocates-general shall take place every three years. The advocate-general whose term of office is to expire at the end of the first period of three years shall be chosen by lot. The retiring judges and advocates-general shall be eligible for reappointment. The judges shall appoint from among their members the President of the Court of Justice for a term of three years. Such term shall be renewable.
2.3.1.4.140,140,Article 140 The Court of Justice shall appoint its registrar and determine his status.
2.3.1.4.140a,140a,"Article 140a

1. At the request of the Court of Justice and after consulting the Commission and the European Parliament, the Council may, acting unanimously, attach to the Court of Justice a court with jurisdiction to hear and determine at first instance, subject to a right of appeal to the Court of Justice on points of law only and in accordance with the conditions laid down by the Statute, certain classes of action or proceeding brought by natural or legal persons. That court shall not be competent to hear and determine actions brought by Member States or by Community Institutions or questions referred for a preliminary ruling under Article 150.

2. The Council, following the procedure laid down in paragraph 1, shall determine the composition of that court and adopt the necessary adjustments and additional provisions to the Statute of the Court of Justice. Unless the Council decides otherwise, the provisions of this Treaty relating to the Court of Justice, in particular the provisions of the Protocol on the Statute of the Court of Justice, shall apply to that court.

3. The members of that court shall be chosen from persons whose independence is beyond doubt and who possess the ability required for appointment to judicial office; they shall be appointed by common accord of the Governments of the Member States for a term of six years. The membership shall be partially renewed every three years. Retiring members shall be eligible for reappointment.

4. That court shall establish its rules of procedure in agreement with the Court of Justice. Those rules shall require the unanimous approval of the Council."
2.3.1.4.141,141,"Article 141 If the Commission considers that a Member State has failed to fulfil any of its obligations under this Treaty, it shall give a reasoned opinion on the matter after requiring such State to submit its comments. If such State does not comply with the terms of such opinion within the period laid down by the Commission, the latter may refer the matter to the Court of Justice."
2.3.1.4.142,142,"Article 142 Any Member State which considers that another Member State has failed to fulfil any of its obligations under this Treaty may refer the matter to the Court of Justice. Before a Member State institutes, against another Member State, proceedings relating to an alleged infringement of the obligations under this Treaty, it shall refer the matter to the Commission. The Commission shall give a reasoned opinion after the States concerned have been required to submit their comments in written and oral pleadings. If the Commission, within a period of three months after the date of reference of the matter to it, has not given an opinion, reference to the Court of Justice shall not thereby be prevented."
2.3.1.4.143,143,"Article 143 If the Court of Justice finds that a Member State has failed to fulfil any of its obligations under this Treaty, such State shall take the measures required for the implementation of the judgment of the Court."
2.3.1.4.144,144,"Article 144 The Court of Justice shall have full jurisdiction in respect of: (a) matters referred to it under Article 12, with a view to the determination of suitable conditions for the granting by the Commission of licences or sub-licences; and (b) appeals brought by persons or enterprises against any penalties imposed on them by the Commission under Article 83."
2.3.1.4.145,145,"Article 145 If the Commission considers that a person or enterprise has committed an infringement of this Treaty to which the provisions of Article 83 are not applicable, it shall invite the Member State having jurisdiction over such person or enterprise to impose penalties in accordance with its municipal law in respect of such infringement. If the Member State concerned does not comply with this invitation within the period laid down by the Commission, the latter may refer the matter to the Court of Justice with a view to establishing that such infringement has been committed by the person or enterprise concerned."
2.3.1.4.146,146,"Article 146 The Court of Justice shall review the lawfulness of acts other than recommendations or opinions of the Council and the Commission. For this purpose, it shall be competent to give judgment on appeals by a Member State, the Council or the Commission on grounds of incompetence, of errors of substantial form, of infringement of this Treaty or of any legal provision relating to its application, or of abuse of powers. Any natural or legal person may, under the same conditions, appeal against a decision addressed to him or against a decision which, although in the form of a regulation or a decision addressed to another person, is of direct and specific concern to him. The appeals provided for in this Article shall be lodged within a period of two months dating, as the case may be, either from the publication of the act concerned, or from its notification to the appellant or, failing that, from the day on which the latter had knowledge of that act."
2.3.1.4.147,147,"Article 147 If the appeal is well founded, the Court of Justice shall declare the act concerned to be null and void. In the case of regulations, however, the Court of Justice shall, if it considers it necessary, indicate those effects of the regulation annulled which shall be deemed to remain in force."
2.3.1.4.148,148,"Article 148 In the event of the Council or the Commission in violation of this Treaty failing to act, the Member States and the other institutions of the Community may refer the matter to the Court of Justice with a view to establishing such violation. Such appeal shall only be admissible if the institution concerned has previously been invited to act. If, at the expiry of a period of two months after such invitation, that institution has not stated its attitude, the appeal may be lodged within a further period of two months. Any natural or legal person may submit to the Court of Justice, under the conditions laid down in the preceding paragraphs, a complaint to the effect that one of the institutions of the Community has failed to address to him an act other than a recommendation or an opinion."
2.3.1.4.149,149,Article 149 An institution originating an act subsequently declared null and void or an institution whose failure to act has been declared contrary to the provisions of this Treaty shall take the measures required for the implementation of the judgment of the Court of Justice. This obligation shall not affect any obligation arising from the application of the second paragraph of Article 188.
2.3.1.4.150,150,"Article 150 The Court of Justice shall be competent to make a preliminary decision concerning: (a) the interpretation of this Treaty; (b) the validity and interpretation of acts of the institutions of the Community; and (c) the interpretation of the statutes of any bodies set up by an act of the Council, save where such statutes otherwise provide. Where any such question is raised before a court or tribunal of one of the Member States, such court or tribunal may, if it considers that its judgment depends on a preliminary decision on this question, request the Court of Justice to give a ruling thereon. Where any such question is raised in a case pending before a domestic court or tribunal from whose decisions no appeal lies under municipal law, such court or tribunal shall refer the matter to the Court of Justice."
2.3.1.4.151,151,"Article 151 The Court of Justice shall be competent to hear cases relating to compensation for damage as provided for in Article 188, second paragraph."
