id,article,txt
3.3.1.X.X.X.8b,8b,"Article 8b

The Commission shall report to the Council before 31 December 1988 and again before 31 December 1990 on the progress made towards achieving the internal market within the time limit fixed in Article 8a.

The Council, acting by a qualified majority on a proposal from the Commission, shall determine the guidelines and conditions necessary to ensure balanced progress in all the sectors concerned."
3.3.1.X.X.X.8c,8c,"Article 8c

When drawing up its proposals with a view to achieving the objectives set out in Article 8a, the Commission shall take into account the extent of the effort that certain economies showing differences in development will have to sustain during the period of establishment of the internal market and it may propose appropriate provisions.

If these provisions take the form of derogations, they must be of a temporary nature and must cause the least possible disturbance to the functioning of the common market."
3.3.2.1.X.102a,102a,"Article 102a

1. In order to ensure the convergence of economic and monetary policies which is necessary for the further development of the Community, Member States shall co-operate in accordance with the objectives of Article 104. In so doing, they shall take account of the experience acquired in co-operation within the framework of the European Monetary System (EMS) and in developing the ECU, and shall respect existing powers in this field.

2. In so far as further development in the field of economic and monetary policy necessitates institutional changes, the provisions of Article 236 shall be applicable. The Monetary Committee and the Committee of Governors of the Central Banks shall also be consulted regarding institutional changes in the monetary area."
3.3.2.2.X.103,103,"Article 103 1. Member States shall consider their policy relating to economic trends as a matter of common interest. They shall consult with each other and with the Commission on measures to be taken in response to current circumstances. 2. Without prejudice to any other procedures provided for in this Treaty, the Council may, by means of a unanimous vote on a proposal of the Commission, decide on measures appropriate to the situation. 3. The Council, acting by means of a qualified majority vote on a proposal of the Commission, shall, where necessary, issue any requisite directives concerning the particulars of application of the measures decided upon under the terms of paragraph 2. 4. The procedures provided for in this Article shall apply also in the event of difficulties arising in connection with the supply of certain products."
3.3.2.3.X.104,104,"Article 104 Each Member State shall pursue the economic policy necessary to ensure the equilibrium of its overall balance of payments and to maintain confidence in its currency, while ensuring a high level of employment and the stability of the level of prices."
3.3.2.3.X.105,105,"Article 105 1. In order to facilitate the attainment of the objectives stated in Article 104, Member States shall co-ordinate their economic policies. They shall for this purpose institute a collaboration between the competent services of their administrative departments and between their central banks. The Commission shall submit to the Council recommendations for the bringing into effect of such collaboration. 2. In order to promote the co-ordination of the policies of Member States in monetary matters to the full extent necessary for the functioning of the Common Market, a Monetary Committee with consultative status shall hereby be established with the following tasks: to keep under review the monetary and financial situation of Member States and of the Community and also the general payments system of Member States and to report regularly thereon to the Council and to the Commission; and to formulate opinions, at the request of the Council or of the Commission or on its own initiative, for submission to the said institutions. The Member States and the Commission shall each appoint two members of the Monetary Committee."
3.3.2.3.X.106,106,"Article 106 1. Each Member State undertakes to authorise, in the currency of the Member State in which the creditor or the beneficiary resides, any payments connected with the exchange of goods, services or capital, and also any transfers of capital and wages, to the extent that the movement of goods, services, capital and persons is freed as between Member States in application of this Treaty. Member States hereby declare their willingness to free payments beyond the extent provided for in the preceding sub-paragraph, in so far as their economic situation in general and the situation of their balance of payments in particular so permit. 2. To the extent that exchanges of goods and services and movements of capital are limited only by restrictions on payments connected therewith, the provisions of the Chapters relating to the abolition of quantitative restrictions, to the freeing of services and to the free movement of capital shall, for the purposes of the progressive abolition of such restrictions, apply by analogy. 3. Member States undertake not to introduce as between themselves any new restrictions on transfers connected with the invisible transactions listed in Annex III to this Treaty. The progressive abolition of existing restrictions shall be effected in accordance with the provisions of Articles 63 to 65 inclusive, in so far as such abolition is not governed by the provisions contained in paragraphs 1 and 2 or by the Chapter relating to the free movement of capital. 4. Member States shall, where necessary, seek agreement concerning the measures to be taken in order to enable the payments and transfers mentioned in this Article to be effected. These measures shall not adversely affect the attainment of the objectives laid down in this Chapter."
3.3.2.3.X.107,107,"Article 107 1. Each Member State shall treat its policy with regard to exchange rates as a matter of common interest. 2. If a Member State alters its exchange rate in a manner which is incompatible with the objectives laid down in Article 104 and which seriously distorts the conditions of competition, the Commission may, after consulting the Monetary Committee, authorise other Member States to take for a strictly limited period the necessary measures, of which it shall determine the conditions and particulars, in order to deal with the consequences of such alteration."
3.3.2.3.X.108,108,"Article 108 1. Where a Member State is in difficulties or seriously threatened with difficulties as regards its balance of payments as a result either of overall disequilibrium of the balance of payments or of the kinds of currency at its disposal and where such difficulties are likely, in particular, to prejudice the functioning of the Common Market or the progressive establishment of the common commercial policy, the Commission shall without delay examine the situation of such State and the action which, in making use of all the means at its disposal, that State has taken or may take in conformity with the provisions of Article 104. The Commission shall indicate the measures which it recommends to the State concerned to adopt. If the action taken by a Member State and the measures suggested by the Commission do not prove sufficient to overcome the difficulties encountered or threatening, the Commission shall, after consulting the Monetary Committee, recommend to the Council the granting of mutual assistance and the appropriate methods therefor. The Commission shall keep the Council regularly informed of the situation and of its development. 2. The Council, acting by means of a qualified majority vote, shall grant mutual assistance; it shall issue directives or decisions laying down the conditions and particulars thereof. Mutual assistance may take the form, in particular, of: (a) concerted action in regard to any other international organisations to which Member States may have recourse; (b) any measures necessary to avoid diversions of commercial traffic where the State in difficulties maintains or re-establishes quantitative restrictions with regard to third countries; or (c) the granting of limited credits by other Member States, subject to the agreement of the latter. Furthermore, during the transitional period, mutual assistance may also take the form of special reductions in customs duties or enlargements of quotas, for the purpose of facilitating the increase of imports from the State in difficulties, subject to the agreement of the States by which such measures would have to be taken. 3. If the mutual assistance recommended by the Commission is not granted by the Council or if the mutual assistance granted and the measures taken are insufficient, the Commission shall authorise the State in difficulties to take measures of safeguard of which the Commission shall determine the conditions and particulars. Such authorisation may be revoked and such conditions and particulars may be amended by the Council acting by means of a qualified majority vote."
3.3.2.3.X.109,109,"Article 109 1. Where a sudden crisis in the balance of payments occurs and if a decision, within the meaning of Article 108, paragraph 2, is not immediately taken, the Member State concerned may provisionally take the necessary measures of safeguard. Such measures shall cause the least possible disturbance in the functioning of the Common Market and shall not exceed the minimum strictly necessary to remedy the sudden difficulties which have arisen. 2. The Commission and the other Member States shall be informed of such measures of safeguard not later than at the time of their entry into force. The Commission may recommend to the Council mutual assistance under the terms of Article 108. 3. On the basis of an opinion of the Commission and after consulting the Monetary Committee, the Council, acting by means of a qualified majority vote, may decide that the State concerned shall amend, suspend or abolish the measures of safeguard referred to above."
3.3.2.4.X.110,110,"Article 110 By establishing a customs union between themselves the Member States intend to contribute, in conformity with the common interest, to the harmonious development of world trade, the progressive abolition of restrictions on international exchanges and the lowering of customs barriers. The common commercial policy shall take into account the favourable incidence which the abolition of customs duties as between Member States may have on the increase of the competitive strength of the enterprises in those States."
3.3.2.4.X.111,111,"Article 111 In the course of the transitional period and without prejudice to Articles 115 and 116, the following provisions shall apply: 1. Member States shall co-ordinate their commercial relations with third countries in such a way as to bring about, not later than at the expiry of the transitional period, the conditions necessary to the implementation of a common policy in the matter of external trade. The Commission shall submit to the Council proposals regarding the procedure to be applied, in the course of the transitional period, for the establishment of common action and regarding the achievement of a uniform commercial policy. 2. The Commission shall submit to the Council recommendations with a view to tariff negotiations with third countries concerning the common customs tariff. The Council shall authorise the Commission to open such negotiations. The Commission shall conduct these negotiations in consultation with a special Committee appointed by the Council to assist the Commission in this task and within the framework of such directives as the Council may issue to it. 3. The Council shall, when exercising the powers conferred upon it under this Article, act during the first two stages by means of a unanimous vote and subsequently by means of a qualified majority vote. 4. Member States shall, in consultation with the Commission, take all necessary measures with the object, in particular, of adjusting their tariff agreements in force with third countries in order that the entry into force of the common customs tariff may not be delayed. 5. Member States shall aim at securing uniformity between themselves at as high a level as possible of their lists of liberalisation in regard to third countries or groups of third countries. For this purpose the Commission shall make any appropriate recommendations to Member States. If Member States abolish or reduce quantitative restrictions in regard to third countries, they shall inform the Commission beforehand and shall accord identical treatment to the other Member States."
3.3.2.4.X.112,112,"Article 112 1. Without prejudice to obligations undertaken by Member States within the framework of other international organisations, their measures to aid exports to third countries shall be progressively harmonised before the end of the transitional period to the extent necessary to ensure that competition between enterprises within the Community shall not be distorted. On a proposal of the Commission, the Council, acting until the end of the second stage by means of a unanimous vote and subsequently by means of a qualified majority vote, shall issue the directives necessary for this purpose. 2. The preceding provisions shall not apply to such drawbacks on customs duties or charges with equivalent effect nor to such refunds of indirect charges including turnover taxes, excise duties and other indirect taxes as are accorded in connection with exports of goods from a Member State to a third country, to the extent that such drawbacks or refunds do not exceed the charges which have been imposed, directly or indirectly, on the products exported."
3.3.2.4.X.113,113,"Article 113 1. After the expiry of the transitional period, the common commercial policy shall be based on uniform principles, particularly in regard to tariff amendments, the conclusion of tariff or trade agreements, the alignment of measures of liberalisation, export policy and protective commercial measures including measures to be taken in cases of dumping or subsidies. 2. The Commission shall submit proposals to the Council for the putting into effect of this common commercial policy. 3. Where agreements with third countries require to be negotiated, the Commission shall make recommendations to the Council, which will authorise the Commission to open the necessary negotiations. The Commission shall conduct these negotiations in consultation with a special Committee appointed by the Council to assist the Commission in this task and within the framework of such directives as the Council may issue to it. 4. The Council shall, when exercising the powers conferred upon it by this Article, act by means of a qualified majority vote."
3.3.2.4.X.114,114,"Article 114 The agreements referred to in Article 111, paragraph 2, and in Article 113 shall be concluded on behalf of the Community by the Council acting during the first two stages by means of a unanimous vote and subsequently by means of a qualified majority vote."
3.3.2.4.X.115,115,"Article 115 In order to ensure that the execution of measures of commercial policy taken in conformity with this Treaty by any Member State shall not be prevented by diversions of commercial traffic, or where disparities between such measures lead to economic difficulties in one or more of the Member States, the Commission shall recommend the methods whereby the other Member States shall provide the necessary co-operation. Failing this, the Commission shall authorise the Member States to take the necessary protective measures of which it shall determine the conditions and particulars. In cases of emergency and during the transitional period, Member States may themselves take such necessary measures and shall notify them to the other Member States and also to the Commission which may decide that the State concerned shall amend or revoke such measures. In choosing such measures, priority shall be given to those which cause the least disturbance to the functioning of the Common Market and which take due account of the necessity for expediting, as far as possible, the introduction of the common customs tariff."
3.3.2.4.X.116,116,"Article 116 As from the end of the transitional period, Member States shall in respect of all matters of particular interest in regard to the Common Market, within the framework of any international organisations of an economic character, only proceed by way of common action. The Commission shall for this purpose submit to the Council, which shall act by means of a qualified majority vote, proposals concerning the scope and implementation of such common action. During the transitional period, Member States shall consult with each other with a view to concerting their action and, as far as possible, adopting a uniform attitude."
3.3.3.1.X.117,117,"Article 117 Member States hereby agree upon the necessity to promote improvement of the living and working conditions of labour so as to permit the equalisation of such conditions in an upward direction. They consider that such a development will result not only from the functioning of the Common Market which will favour the harmonisation of social systems, but also from the procedures provided for under this Treaty and from the approximation of legislative and administrative provisions."
3.3.3.1.X.118,118,"Article 118 Without prejudice to the other provisions of this Treaty and in conformity with its general objectives, it shall be the aim of the Commission to promote close collaboration between Member States in the social field, particularly in matters relating to employment, labour legislation and working conditions, occupational and continuation training, social security, protection against occupational accidents and diseases, industrial hygiene, the law as to trade unions, and collective bargaining between employers and workers. For this purpose, the Commission shall act in close contact with Member States by means of studies, the issuing of opinions, and the organising of consultations both on problems arising at the national level and on those of concern to international organisations. Before issuing the opinions provided for under this Article, the Commission shall consult the Economic and Social Committee."
3.3.3.1.X.118a,118a,"Article 118a

1. Member States shall pay particular attention to encouraging improvements, especially in the working environment, as regards the health and safety of workers, and shall set as their objective the harmonization of condition in this area, while maintaining the improvements made.

2. In order to help achieve the objective laid down in the first paragraph, the Council, acting by a qualified majority on a proposal from the Commission, in co-operation with the European Parliament and after consulting the Economic and Social Committee, shall adopt, by means of directives, minimum requirements for gradual implementation, having regard to the conditions and technical rules obtaining in each of the Member States.

Such directives shall avoid imposing administrative, financial and legal constraints in a way which would hold back the creation and development of small and medium-sized undertakings.

3. The provisions adopted pursuant to this Article shall not prevent any Member State from maintaining or introducing more stringent measures for the protection of working conditions compatible with this Treaty."
3.3.3.1.X.118b,118b,"Article 118b

The Commission shall endeavour to develop the dialogue between management and labour at European level which could, if the two sides consider it desirable, lead to relations based on agreement."
3.3.3.1.X.119,119,"Article 119 Each Member State shall in the course of the first stage ensure and subsequently maintain the application of the principle of equal remuneration for equal work as between men and women workers. For the purposes of this Article, remuneration shall mean the ordinary basic or minimum wage or salary and any additional emoluments whatsoever payable directly or indirectly, whether in cash or in kind, by the employer to the worker and arising out of the workers’ employment. Equal remuneration without discrimination based on sex means: (a) that remuneration for the same work at piece-rates shall be calculated on the basis of the same unit of measurement; and (b) that remuneration for work at time-rates shall be the same for the same job."
3.3.3.1.X.120,120,Article 120 Member States shall endeavour to maintain the existing equivalence of paid holiday schemes.
3.3.3.1.X.121,121,"Article 121 The Council, acting by means of a unanimous vote after consulting the Economic and Social Committee, may assign to the Commission functions relating to the implementation of common measures, particularly in regard to the social security of the migrant workers referred to in Articles 48 to 51 inclusive."
3.3.3.1.X.122,122,"Article 122 The Commission shall, in its annual report to the Assembly, include a special chapter on the development of the social situation within the Community. The Assembly may invite the Commission to draw up reports on special problems concerning the social situation."
3.3.3.2.X.123,123,"Article 123 In order to improve opportunities of employment of workers in the Common Market and thus contribute to raising the standard of living, a European Social Fund shall hereby be established in accordance with the provisions set out below; it shall have the task of promoting within the Community employment facilities and the geographical and occupational mobility of workers."
3.3.3.2.X.124,124,"Article 124 The administration of the Fund shall be incumbent on the Commission. The Commission shall be assisted in this task by a Committee presided over by a member of the Commission and composed of representatives of Governments, trade unions and employers’ associations."
3.3.3.2.X.125,125,"Article 125 1. At the request of a Member State, the Fund shall, within the framework of the rules provided for in Article 127, cover 50 per cent of expenses incurred after the entry into force of this Treaty by that State or by a body under public law for the purpose of: (a) ensuring productive re-employment of workers by means of: occupational re-training, resettlement allowances; and (b) granting aids for the benefit of workers whose employment is temporarily reduced or wholly or partly suspended as a result of the conversion of their enterprise to other productions, in order that they may maintain the same wage-level pending their full re-employment. 2. The assistance granted by the Fund towards the cost of occupational re-training shall be conditional upon the impossibility of employing the unemployed workers otherwise than in a new occupation and upon their having been, in productive employment, for a period of at least six months in the occupation for which they have been re-trained. The assistance granted in respect of resettlement allowances shall be conditional upon the unemployed workers having been obliged to change their residence within the Community and upon their having been in productive employment for a period of at least six months in their new place of residence. The assistance given for the benefit of workers in cases where an enterprise is converted shall be subject to the following conditions: (a) that the workers concerned have again been fully employed in that enterprise for a period of at least six months; (b) that the Government concerned has previously submitted a plan, drawn up by such enterprise, for its conversion and for the financing thereof; and (c) that the Commission has given its prior approval to such conversion plan."
3.3.3.2.X.126,126,"Article 126 At the expiry of the transitional period, the Council, on the basis of an opinion of the Commission and after the Economic and Social Committee and the Assembly have been consulted, may: (a) acting by means of a qualified majority vote, rule that all or part of the assistance referred to in Article 125 shall no longer be granted; or (b) acting by means of a unanimous vote, determine the new tasks which may be entrusted to the Fund within the framework of its mandate as defined in Article 123."
3.3.3.2.X.127,127,"Article 127 On a proposal of the Commission and after the Economic and Social Committee and the Assembly have been consulted, the Council, acting by means of a qualified majority vote, shall lay down the provisions necessary for the implementation of Articles 124 to 126 inclusive; in particular, it shall fix details concerning the conditions under which the assistance of the Fund shall be granted in accordance with the terms of Article 125 and also concerning the categories of enterprises whose workers shall benefit from the aids provided for in Article 125, paragraph 1 (b)."
3.3.3.2.X.128,128,"Article 128 The Council shall, on a proposal of the Commission and after the Economic and Social Committee has been consulted, establish general principles for the implementation of a common policy of occupational training capable of contributing to the harmonious development both of national economies and of the Common Market."
3.3.4.X.X.129,129,Article 129 A European Investment Bank having legal personality shall hereby be established. The members of the European Investment Bank shall be the Member States. The Statute of the European Investment Bank shall form the subject of a Protocol annexed to this Treaty.
3.3.4.X.X.130,130,"Article 130 The task of the European Investment Bank shall be to contribute, by calling on the capital markets and its own resources, to the balanced and smooth development of the Common Market in the interest of the Community. For this purpose, the Bank shall by granting loans and guarantees on a non-profit-making basis facilitate the financing of the following projects in all sectors of the economy: (a) projects for developing less developed regions, (b) projects for modernising or converting enterprises or for creating new activities which are called for by the progressive establishment of the Common Market where such projects by their size or nature cannot be entirely financed by the various means available in each of the Member States; and (c) projects of common interest to several Member States which by their size or nature cannot be entirely financed by the various means available in each of the Member States."
3.3.5.X.X.130a,130a,"Article 130a

In order to promote its overall harmonious development, the Community shall develop and pursue its actions leading to the strengthening of its economic and social cohesion.

In particular the Community shall aim at reducing disparities between the various regions and the backwardness of the least-favoured regions."
3.3.5.X.X.130b,130b,"Article 130b

Member States shall conduct their economic policies, and shall coordinate them, in such a way as, in addition, to attain the objectives set out in Article 130a. The implementation of the common policies and of the internal market shall take into account the objectives set out in Article 130a and in Article 130c and shall contribute to their achievement. The Community shall support the achievement of these objectives by the action it takes through the structural Funds (European Agricultural Guidance and Guarantee Fund, Guidance Section, European Social Fund, European Regional Development Fund), the European Investment Bank and the other existing financial instruments.

"
3.3.5.X.X.130c,130c,"Article 130c

The European Regional Development Fund is intended to help redress the principal regional imbalances in the Community through participating in the development and structural adjustment of regions whose development is lagging behind and in the conversion of declining industrial regions."
3.3.5.X.X.130d,130d,"Article 130d

Once the Single European Act enters into force the Commission shall submit a comprehensive proposal to the Council, the purpose of which will be to make such amendments to the structure and operational rules of the existing structural Funds (European Agricultural Guidance and Guarantee Fund, Guidance Section, European Social Fund, European Regional Development Fund) as are necessary to clarify and rationalize their tasks in order to contribute to the achievement of the objectives set out in Article 130a and Article 130c, to increase their efficiency and to coordinate their activities between themselves and with the operations of the existing financial instruments. The Council shall act unanimously on this proposal within a period of one year, after consulting the European Parliament and the Economic and Social Committee."
3.3.5.X.X.130e,130e,"Article 130e

After adoption of the decision referred to in Article 130d, implementing decisions relating to the European Regional Development Fund shall be taken by the Council, acting by a qualified majority on a proposal from the Commission and in co-operation with the European Parliament.

With regard to the European Agricultural Guidance and Guarantee Fund, Guidance Section and the European Social Fund, Articles 43, 126 and 127 remain applicable respectively."
3.3.6.X.X.130f,130f,"Article 130f

1. The Community's aim shall be to strengthen the scientific and technological basis of European industry and to encourage it to become more competitive at international level.

2. In order to achieve this, it shall encourage undertakings including small and medium-sized undertakings, research centres and universities in their research and technological development activities; it shall support their efforts to co-operate with one another, aiming, notably, at enabling undertakings to exploit the Community's internal market potential to the full, in particular through the opening up of national public contracts, the definition of common standards and the removal of legal and fiscal barriers to that co-operation.

3. In the achievement of these aims, special account shall be taken of the connection between the common research and technological development effort, the establishment of the internal market and the implementation of common policies, particularly as regards competition and trade."
3.3.6.X.X.130g,130g,"Article 130g

In pursuing these objectives the Community shall carry out the following activities, complementing the activities carried out in the Member States:

(a) implementation of research, technological development and demonstration programmes, by promoting co-operation with undertakings, research centres and universities;

(b) promotion of co-operation in the field of Community research, technological development, and demonstration with third countries and international organizations;

(c) dissemination and optimization of the results of activities in Community research, technological development, and demonstration;

(d) stimulation of the training and mobility of researchers in the Community."
3.3.6.X.X.130h,130h,"Article 130h

Member States shall, in liaison with the Commission, co-ordinate among themselves the policies and programmes carried out at national level. In close contact with the Member States, the Commission may take any useful initiative to promote such co-ordination."
3.3.6.X.X.130i,130i,"Article 130i

1. The Community shall adopt a multiannual framework programme setting out all its activities. The framework programme shall lay down the scientific and technical objectives, define their respective priorities, set out the main lines of the activities envisaged and fix the amount deemed necessary, the detailed rules for financial participation by the Community in the programme as a whole and the breakdown of this amount between the various activities envisaged.

2. The framework programme may be adapted or supplemented, as the situation changes."
3.3.6.X.X.130k,130k,"Article 130k

The framework programme shall be implemented through specific programmes developed within each activity. Each specific programme shall define the detailed rules for implementing it, fix its duration and provide for the means deemed necessary.

The Council shall define the detailed arrangements for the dissemination of knowledge resulting from the specific programmes."
3.3.6.X.X.130l,130l,"Article 130l

In implementing the multiannual framework programme, supplementary programmes may be decided on involving the participation of certain Member States only, which shall finance them subject to possible Community participation.

The Council shall adopt the rules applicable to supplementary programmes, particularly as regards the dissemination of knowledge and the access of other Member States."
3.3.6.X.X.130m,130m,"Article 130m

In implementing the multiannual framework programme, the Community may make provision, with the agreement of the Member States concerned, for participation in research and development programmes undertaken by several Member States, including participation in the structures created for the execution of those programmes."
3.3.6.X.X.130n,130n,"Article 130n

In implementing the multiannual framework programme, the Community may make provision for co-operation in Community research, technological development and demonstration with third countries or international organizations.

The detailed arrangements for such co-operation may be the subject of international agreements between the Community and the third parties concerned which shall be negotiated and concluded in accordance with Article 228."
3.3.6.X.X.130o,130o,"Article 130o

The Community may set up joint undertakings or any other structure necessary for the efficient execution of programmes of Community research, technological development and demonstration."
3.3.6.X.X.130p,130p,"Article 130p

1. The detailed arrangements for financing each programme, including any Community contribution, shall be established at the time of the adoption of the programme.

2. The amount of the Community's annual contribution shall be laid down under the budgetary procedure, without prejudice to other possible methods of Community financing. The estimated cost of the specific programmes must not in aggregate exceed the financial provision in the framework programme.#"
3.3.6.X.X.130q,130q,"Article 130q

1. The Council shall, acting unanimously on a proposal from the Commission and after consulting the European Parliament and the Economic and Social Committee, adopt the provisions referred to in Articles 130i and 130o.

2. The Council shall, acting by a qualified majority on a proposal from the Commission, after consulting the Economic and Social Committee, and in co-operation with the European Parliament, adopt the provisions referred to in Articles 130k, 130l, 130m, 130n and 130p(1). The adoption of these supplementary programmes shall also require the agreement of the Member States concerned."
3.3.7.X.X.130r,130r,"Article 130r

1. Action by the Community relating to the environment shall have the following objectives:

??? to preserve, protect and improve the quality of the environment,

??? to contribute towards protecting human health,

??? to ensure a prudent and rational utilization of natural resources.

2. Action by the Community relating to the environment shall be based on the principles that preventive action should be taken, that environmental damage should as a priority be rectified at source, and that the polluter should pay. Environmental protection requirements shall be a component of the Community's other policies.

3. In preparing its action relating to the environment, the Community shall take account of:

??? available scientific and technical data,

??? environmental conditions in the various regions of the Community,

??? the potential benefits and costs of action or of lack of action,

??? the economic and social development of the Community as a whole and the balanced development of its regions.

4. The Community shall take action relating to the environment to the extent to which the objectives referred to in paragraph 1 can be attained better at Community level than at the level of the individual Member States. Without prejudice to certain measures of a Community nature, the Member States shall finance and implement the other measures.

5. Within their respective spheres of competence, the Community and the Member States shall co-operate with third countries and with the relevant international organizations. The arrangements for Community co-operation may be the subject of agreements between the Community and the third parties concerned, which shall be negotiated and concluded in accordance with Article 228.

The previous paragraph shall be without prejudice to Member States' competence to negotiate in international bodies and to conclude international agreements.

"
3.3.7.X.X.130s,130s,"Article 130s

The Council, acting unanimously on a proposal from the Commission and after consulting the European Parliament and the Economic and Social Committee, shall decide what action is to be taken by the Community.

The Council shall, under the conditions laid down in the preceding subparagraph, define those matters on which decisions are to be taken by a qualified majority."
3.3.7.X.X.130t,130t,"Article 130t

The protective measures adopted in common pursuant to Article 130s shall not prevent any Member State from maintaining or introducing more stringent protective measures compatible with this Treaty."
3.4.X.X.X.131,131,"Article 131 The Member States hereby agree to bring into association with the Community the non-European countries and territories which have special relations with Belgium, France, Italy and the Netherlands. These countries and territories, hereinafter referred to as “the countries and territories”, are listed in Annex IV to this Treaty. The purpose of this association shall be to promote the economic and social development of the countries and territories and to establish close economic relations between them and the Community as a whole. In conformity with the principles stated in the Preamble to this Treaty, this association shall in the first place permit the furthering of the interests and prosperity of the inhabitants of these countries and territories in such a manner as to lead them to the economic, social and cultural development which they expect."
3.4.X.X.X.132,132,"Article 132 Such association shall have the following objects: 1. Member States shall, in their commercial exchanges with the countries and territories, apply the same rules which they apply among themselves pursuant to this Treaty. 2. Each country or territory shall apply to its commercial exchanges with Member States and with the other countries and territories the same rules which it applies in respect of the European State with which it has special relations. 3. Member States shall contribute to the investments required by the progressive development of these countries and territories. 4. As regards investments financed by the Community, participation in tenders and supplies shall be open, on equal terms, to all natural and legal persons being nationals of Member States or of the countries and territories. 5. In relations between Member States and the countries and territories, the right of establishment of nationals and companies shall be regulated in accordance with the provisions, and by application of the procedures, referred to in the Chapter relating to the right of establishment and on a non-discriminatory basis, subject to the special provisions made pursuant to Article 136."
3.4.X.X.X.133,133,"Article 133 1. Imports originating in the countries or territories shall, on their entry into Member States, benefit by the total abolition of customs duties which shall take place progressively between Member States in conformity with the provisions of this Treaty. 2. Customs duties imposed on imports from Member States and from countries or territories shall, on the entry of such imports into any of the other countries or territories, be progressively abolished in conformity with the provisions of Articles 12, 13, 14, 15 and 17. 3. The countries and territories may, however, levy customs duties which correspond to the needs of their development and to the requirements of their industrialisation or which, being of a fiscal nature, have the object of contributing to their budgets. The duties referred to in the preceding sub-paragraph shall be progressively reduced to the level of those imposed on imports of products coming from the Member State with which each country or territory has special relations. The percentages and the timing of the reductions provided for under this Treaty shall apply to the difference between the duty imposed, on entry into the importing country or territory, on a product coming from the Member State which has special relations with the country or territory concerned and the duty imposed on the same product coming from the Community. 4. Paragraph 2 shall not apply to countries and territories which, by reason of the special international obligations by which they are bound, already apply a non-discriminatory customs tariff at the date of the entry into force of this Treaty. 5. The establishment or amendment of customs duties imposed on goods imported into the countries and territories shall not, either de jure or de facto, give rise to any direct or indirect discrimination between imports coming from the various Member States."
3.4.X.X.X.134,134,"Article 134 If the level of the duties applicable to goods coming from a third country on entry into a country or territory is likely, having regard to the application of the provisions of Article 133, paragraph 1, to cause diversions of commercial traffic to the detriment of any Member State, the latter may request the Commission to propose to the other Member States the measures necessary to remedy the situation."
3.4.X.X.X.135,135,"Article 135 Subject to the provisions relating to public health, public safety and public order, the freedom of movement in Member States of workers from the countries and territories, and in the countries and territories of workers from Member States shall be governed by subsequent conventions which shall require unanimous agreement of Member States."
3.4.X.X.X.136,136,"Article 136 For a first period of five years as from the date of the entry into force of this Treaty, an Implementing Convention annexed to this Treaty shall determine the particulars and procedure concerning the association of the countries and territories with the Community. Before the expiry of the Convention provided for in the preceding sub-paragraph, the Council, acting by means of a unanimous vote, shall, proceeding from the results achieved and on the basis of the principles set out in this Treaty, determine the provisions to be made for a further period."
3.5.1.1.1.137,137,"Article 137 The Assembly, which shall be composed of representatives of the peoples of the States united within the Community, shall exercise the powers of deliberation and of control which are conferred upon it by this Treaty."
3.5.1.1.1.138,138,"Article 138 1. The Assembly shall be composed of delegates whom the Parliaments shall be called upon to appoint from among their members in accordance with the procedure laid down by each Member State. 2. The number of these delegates shall be fixed as follows: Belgium 14
Germany 36
France 36
Italy 36
Luxembourg 6
Netherlands 14 3. The Assembly shall draw up proposals for elections by direct universal suffrage in accordance with a uniform procedure in all Member States. The Council, acting by means of a unanimous vote, shall determine the provisions which it shall recommend to Member States for adoption in accordance with their respective constitutional rules."
3.5.1.1.1.139,139,"Article 139 The Assembly shall hold an annual session. It shall meet, without requiring to be convened, on the second Tuesday in March. The Assembly may meet in extraordinary session at the request of a majority of its members or at the request of the Council or of the Commission."
3.5.1.1.1.140,140,"Article 140 The Assembly shall appoint its President and its officers from among its members. Members of the Commission may attend all meetings and shall, at their request, be heard on behalf of the Commission. The Commission shall reply orally or in writing to questions put to it by the Assembly or its members. The Council shall be heard by the Assembly under the conditions which the Council shall lay down in its rules of procedure."
3.5.1.1.1.141,141,"Article 141 Except where otherwise provided for in this Treaty, the Assembly shall act by means of an absolute majority of the votes cast. The quorum shall be laid down in the rules of procedure."
3.5.1.1.1.142,142,Article 142 The Assembly shall adopt its rules of procedure by a vote of the majority of its members. The records of the Assembly shall be published in accordance with the provisions of its rules of procedure.
