id,txt,action,change_id,new_id,change_txt,new_txt
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.2.3.4.X.73g,3.3.3.4.X.60,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.3a.X.X.73i,3.3.4.X.X.61,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.3a.X.X.73j,3.3.4.X.X.62,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.3a.X.X.73k,3.3.4.X.X.63,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.3a.X.X.73l,3.3.4.X.X.64,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.3a.X.X.73m,3.3.4.X.X.65,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.3a.X.X.73n,3.3.4.X.X.66,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.3a.X.X.73o,3.3.4.X.X.67,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.3a.X.X.73p,3.3.4.X.X.68,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.3a.X.X.73q,3.3.4.X.X.69,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.74,3.3.5.X.X.70,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.75,3.3.5.X.X.71,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.76,3.3.5.X.X.72,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.77,3.3.5.X.X.73,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.78,3.3.5.X.X.74,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.79,3.3.5.X.X.75,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.80,3.3.5.X.X.76,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.81,3.3.5.X.X.77,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.82,3.3.5.X.X.78,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.83,3.3.5.X.X.79,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.4.X.X.84,3.3.5.X.X.80,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.1.1.85,3.3.6.1.1.81,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.1.1.86,3.3.6.1.1.82,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.1.1.87,3.3.6.1.1.83,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.1.1.88,3.3.6.1.1.84,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.1.1.89,3.3.6.1.1.85,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.1.1.90,3.3.6.1.1.86,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.1.2.92,3.3.6.1.2.87,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.1.2.93,3.3.6.1.2.88,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.1.2.94,3.3.6.1.2.89,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.2.X.95,3.3.6.2.X.90,NA,NA
7.3.12,"1. The articles, titles and sections of the Treaty on European Union and of the Treaty establishing the European Community, as amended by the provisions of this Treaty, shall be renumbered in accordance with the tables of equivalences set out in the Annex to this Treaty, which shall form an integral part thereof. 2. The cross references to articles, titles and sections in the Treaty on European Union and in the Treaty establishing the European Community, as well as between them, shall be adapted in consequence. The same shall apply as regards references to articles, titles and sections of those treaties contained in the other Community treaties. 3. The references to the articles, titles and sections of the Treaties referred to in paragraph 2 contained in other instruments or acts shall be understood as references to the articles, titles and sections of the Treaties as renumbered pursuant to paragraph 1 and, respectively, to the paragraphs of the said articles, as renumbered by certain provisions of Article 6. 4. References, contained in other instruments or acts, to paragraphs of articles of the Treaties referred to in Articles 7 and 8 shall be understood as referring to those paragraphs as renumbered by certain provisions of the said Articles 7 and 8.",renumber,3.3.5.2.X.96,3.3.6.2.X.91,NA,NA
